ID,Mixture_Model,Model_Count
R10089,"MIX{HKY+FO,JC}+G4",2
R10090,HKY+FO+G4,1
R10101,"MIX{TPM3u+FO,TIM3e,K2P}+I+R2",3
R10106,"MIX{TIM3e,TIM3e}+R2",2
R10112,"MIX{K3P,JC}+G4",2
R10113,"MIX{TN+FO,JC,F81+FO}+G4",3
R10115,"MIX{TPM3,TPM3u+FO}+G4",2
R10116,"MIX{TPM3u+FO,JC}+G4",2
R10117,"MIX{TN+FO,K2P}+I",2
R10118,"MIX{TN+FO,JC}+R2",2
R10119,"MIX{TPM3u+FO,JC}+R2",2
R10130,"MIX{TPM3u+FO,K2P}+I+G4",2
R10137,"MIX{GTR+FO,JC}+I",2
R10140,"MIX{HKY+FO,TPM3u+FO}+I+G4",2
R10141,"MIX{TVM+FO,TPM2u+FO,JC}+G4",3
R10161,TIM3+FO+I+G4,1
R10163,"MIX{TPM2u+FO,JC}+G4",2
R10167,K2P+I,1
R10174,"MIX{TIM3+FO,F81+FO}+G4",2
R10177,"MIX{TPM3u+FO,TN+FO}+G4",2
R10178,"MIX{TPM3u+FO,F81+FO,F81+FO}+I+G4",3
R10183,"MIX{K2P,JC}+R3",2
R10184,"MIX{TPM2u+FO,JC,TNe}+G4",3
R10185,"MIX{TPM3u+FO,K2P}+I+G4",2
R10186,"MIX{TN+FO,K2P}+I",2
R10188,"MIX{TPM3,TPM3}+I",2
R10190,HKY+FO+I,1
R10192,K3P+I,1
R10193,K2P+G4,1
R10194,"MIX{TPM3u+FO,TN+FO}+I+R2",2
R10195,"MIX{TPM3u+FO,F81+FO,F81+FO}+I+R2",3
R10196,"MIX{TPM3u+FO,F81+FO}+R2",2
R10200,"MIX{TIM3+FO,JC}+G4",2
R10203,"MIX{TIM3e,JC}+I+R2",2
R10204,"MIX{TPM3u+FO,K2P}+I+G4",2
R10205,"MIX{K2P,F81+FO}+I",2
R10210,"MIX{TPM3u+FO,JC}+G4",2
R10219,"MIX{K2P,JC}+I",2
R10223,"MIX{TVM+FO,TPM3}+G4",2
R10232,TN+FO+G4,1
R10238,"MIX{HKY+FO,JC}+R2",2
R10243,TPM3u+FO+G4,1
R10247,"MIX{HKY+FO,JC}+I",2
R10265,"MIX{K2P,JC}+G4",2
R10268,TPM3+R2,1
R10279,JC+I,1
R10291,"MIX{TPM3,JC}+R2",2
R10294,"MIX{HKY+FO,JC}+G4",2
R10299,TNe+I,1
R10302,"MIX{TPM3u+FO,JC}+I+R2",2
R10310,"MIX{HKY+FO,K2P}+I+G4",2
R10311,K2P+R2,1
R10314,"MIX{K2P,JC}+I+G4",2
R10316,TN+FO+G4,1
R10335,K2P+I,1
R10354,"MIX{TPM2,F81+FO}+G4",2
R10361,TPM3u+FO+R2,1
R10362,K2P+G4,1
R10368,"MIX{TIM3e,K2P}+R2",2
R10370,"MIX{TPM3,JC}+G4",2
R10393,K2P+I,1
R10394,HKY+FO+I,1
R10400,"MIX{TPM3u+FO,JC,HKY+FO}+G4",3
R10403,TPM3u+FO+G4,1
R10410,TIM+FO+R2,1
R10413,"MIX{K2P,JC}+I",2
R10420,TPM3+I,1
R10430,"MIX{TPM3u+FO,GTR+FO}+G4",2
R10431,"MIX{HKY+FO,K2P}+I",2
R10433,"MIX{K2P,JC,F81+FO}+G4",3
R10436,"MIX{HKY+FO,TPM3}+R3",2
R10443,HKY+FO+I,1
R10449,"MIX{HKY+FO,JC}+I",2
R10451,"MIX{HKY+FO,JC}+I+R2",2
R10452,"MIX{TPM3u+FO,JC}+I",2
R10454,"MIX{TPM3,JC}+G4",2
R10455,"MIX{TN+FO,K2P}+I",2
R10457,"MIX{TPM3u+FO,JC}+G4",2
R10461,K3P+I,1
R10462,JC+I,1
R10466,"MIX{HKY+FO,JC}+I",2
R10471,K3P,1
R10472,"MIX{TIM3e,TPM3}+G4",2
R10473,HKY+FO+G4,1
R10474,"MIX{TPM2u+FO,F81+FO}+R2",2
R10475,"MIX{K2P,K2P}+G4",2
R10478,"MIX{HKY+FO,JC}+G4",2
R10479,"MIX{TPM3u+FO,K3P,K3P}+G4",3
R10480,"MIX{HKY+FO,JC}+G4",2
R10481,TPM2+I,1
R10485,F81+FO+I,1
R10486,"MIX{TPM3u+FO,TPM3u+FO}+I",2
R10487,HKY+FO+I,1
R10489,"MIX{TPM3u+FO,JC}+I",2
R10493,"MIX{TPM3u+FO,JC}+G4",2
R10494,"MIX{HKY+FO,F81+FO}+I+R2",2
R10497,"MIX{TPM3u+FO,TPM3}+G4",2
R10498,"MIX{TVM+FO,K3P}+G4",2
R10502,"MIX{TPM3u+FO,K2P}+R2",2
R10504,"MIX{TPM3u+FO,JC}+G4",2
R10505,"MIX{K2P,K2P}+I",2
R10506,K2P+I,1
R10507,"MIX{HKY+FO,F81+FO}+G4",2
R10508,HKY+FO+G4,1
R10509,"MIX{HKY+FO,JC}+G4",2
R10512,"MIX{TIM3e,JC,TPM3u+FO}+G4",3
R10513,"MIX{TN+FO,JC}+I",2
R10515,"MIX{K2P,JC}+I",2
R10517,HKY+FO+I,1
R10518,"MIX{HKY+FO,K2P}+I",2
R10520,"MIX{TIM3+FO,TPM3u+FO,JC}+G4",3
R10523,HKY+FO+G4,1
R10526,"MIX{TPM3u+FO,HKY+FO,HKY+FO}+I",3
R10527,"MIX{HKY+FO,JC}+I+R2",2
R10529,"MIX{HKY+FO,TPM3}+I+G4",2
R10530,HKY+FO+I+G4,1
R10531,HKY+FO+I,1
R10533,TNe,1
R10548,TIM3e+I,1
R10549,"MIX{TNe,K2P}+R2",2
R10550,HKY+FO+I,1
R10556,"MIX{TPM3u+FO,K2P}+I+G4",2
R10560,TPM3+G4,1
R10576,"MIX{HKY+FO,JC}+G4",2
R10577,"MIX{K2P,JC}+G4",2
R10579,"MIX{TPM2u+FO,TPM2}+I+G4",2
R10584,"MIX{K2P,TPM3}+G4",2
R10587,"MIX{HKY+FO,K2P}+G4",2
R10590,HKY+FO+I,1
R10591,"MIX{TPM3,F81+FO}+I",2
R10592,"MIX{HKY+FO,JC}+I",2
R10593,TPM3+I,1
R10594,"MIX{HKY+FO,JC}+R2",2
R10600,"MIX{K2P,JC}+R2",2
R10603,"MIX{K2P,JC}+I",2
R10606,TIM2e+G4,1
R10615,"MIX{TN+FO,TPM2}+G4",2
R10616,"MIX{K2P,JC}+I+G4",2
R10618,"MIX{TIM3e,JC}+G4",2
R10630,"MIX{TPM3,TPM2}+R2",2
R10631,K2P+I,1
R10633,HKY+FO+I,1
R10635,HKY+FO+I,1
R10636,"MIX{TIM3e,JC}+G4",2
R10637,"MIX{TNe,JC}+G4",2
R10643,"MIX{TPM3u+FO,TPM3}+R3",2
R10644,HKY+FO+I,1
R10650,K2P+I,1
R10652,"MIX{HKY+FO,K2P}+G4",2
R10653,"MIX{TPM2u+FO,JC}+R2",2
R10654,"MIX{TPM3,JC,F81+FO}+G4",3
R10658,"MIX{K2P,JC}+I",2
R10659,"MIX{TPM3u+FO,TPM3}+I",2
R10661,"MIX{TPM2u+FO,TN+FO}+I",2
R10663,"MIX{HKY+FO,TPM3}+R2",2
R10667,"MIX{K2P,JC}+G4",2
R10668,"MIX{TPM3u+FO,JC}+I+G4",2
R10669,"MIX{HKY+FO,JC}+I",2
R10681,K2P,1
R10683,"MIX{TPM3u+FO,TN+FO,K3P,TIM3e,JC}+R3",5
R10685,K2P+I,1
R10687,TPM3u+FO+R2,1
R10688,"MIX{TPM3,TPM3}+G4",2
R10689,TN+FO+I,1
R10691,"MIX{TIM3+FO,HKY+FO,F81+FO}+G4",3
R10693,"MIX{TPM3u+FO,TPM3}+I+G4",2
R10694,"MIX{K2P,JC,F81+FO}+G4",3
R10698,K2P+I,1
R10699,"MIX{TN+FO,JC}+I",2
R10700,"MIX{TIM3e,TIM3e}+I+G4",2
R10702,"MIX{TPM3u+FO,JC}+R2",2
R10705,"MIX{HKY+FO,JC}+G4",2
R10708,"MIX{K2P,JC}+I",2
R10709,"MIX{TNe,JC}+R2",2
R10712,HKY+FO+I,1
R10713,"MIX{TIM3+FO,TPM3}+G4",2
R10714,"MIX{TPM2u+FO,HKY+FO,K2P}+I+R2",3
R10718,HKY+FO+I,1
R10725,"MIX{TPM3,TPM3}+G4",2
R10727,"MIX{HKY+FO,TPM3}+I",2
R10728,K2P,1
R10729,"MIX{K2P,JC}+R2",2
R10730,"MIX{HKY+FO,TPM3}+G4",2
R10732,TPM3+G4,1
R10736,"MIX{TIM3+FO,K2P}+I+G4",2
R10741,"MIX{TPM3,TPM3}+R2",2
R10742,"MIX{GTR+FO,TN+FO,F81+FO}+G4",3
R10744,"MIX{TPM3,TPM3,JC}+I+G4",3
R10745,"MIX{GTR+FO,TPM3}+G4",2
R10746,"MIX{TPM3,F81+FO}+G4",2
R10747,"MIX{HKY+FO,K2P}+G4",2
R10753,"MIX{K3P,TPM2}+I",2
R10754,"MIX{TPM3u+FO,HKY+FO}+G4",2
R10757,"MIX{TPM3u+FO,TPM3}+R2",2
R10758,TPM2+G4,1
R10759,"MIX{TPM2u+FO,JC}+G4",2
R10763,"MIX{TPM2u+FO,F81+FO}+G4",2
R10765,K2P+G4,1
R10770,"MIX{TIM3e,K2P}+G4",2
R10772,"MIX{HKY+FO,JC}+R2",2
R10773,"MIX{TIM3e,JC}+G4",2
R10774,TPM3+G4,1
R10775,"MIX{TIM3+FO,HKY+FO,JC}+R3",3
R10776,"MIX{K2P,JC}+I",2
R10777,TN+FO+I,1
R10778,"MIX{TN+FO,TPM2u+FO}+I+G4",2
R10783,"MIX{K2P,JC}+R2",2
R10784,TPM3u+FO+I,1
R10785,K2P+R2,1
R10786,HKY+FO+I,1
R10791,K2P+I,1
R10792,"MIX{TPM3,F81+FO}+G4",2
R10793,TIM3e+I,1
R10795,"MIX{TIM3e,JC}+I+R2",2
R10797,"MIX{TPM3u+FO,JC}+I+G4",2
R10798,"MIX{K2P,JC}+G4",2
R10799,"MIX{K2P,JC}+I",2
R10800,"MIX{K3P,K2P}+G4",2
R10801,"MIX{HKY+FO,TPM3}+R3",2
R10803,JC+I,1
R10804,"MIX{TIM3e,JC}+G4",2
R10805,TPM3u+FO+R2,1
R10806,"MIX{TPM3u+FO,JC}+R2",2
R10807,"MIX{TPM3,JC}+G4",2
R10808,TPM3+I,1
R10809,HKY+FO+I,1
R10810,"MIX{TIM3+FO,K2P}+R2",2
R10819,TPM3u+FO+I,1
R10820,F81+FO+I,1
R10822,"MIX{TPM3u+FO,TPM3,TPM3u+FO}+R2",3
R10823,"MIX{TIM+FO,TPM3}+G4",2
R10824,"MIX{TPM3u+FO,F81+FO}+R3",2
R10827,"MIX{K2P,JC}+I+G4",2
R10828,"MIX{TIM3+FO,TPM3,JC}+G4",3
R10829,HKY+FO+I,1
R10830,"MIX{TIM3e,K2P}+I+R2",2
R10831,"MIX{TN+FO,F81+FO}+R2",2
R10832,"MIX{TPM2u+FO,TPM3}+R2",2
R10836,"MIX{TN+FO,JC}+I",2
R10838,"MIX{TPM3,JC}+G4",2
R10841,K3Pu+FO+I,1
R10842,"MIX{TPM3u+FO,TPM3,TN+FO}+R2",3
R10843,TNe+I,1
R10844,"MIX{TNe,JC,F81+FO}+G4",3
R10853,K2P,1
R10858,K2P+G4,1
R10859,HKY+FO+I,1
R10863,"MIX{K2P,JC}+I",2
R10865,"MIX{HKY+FO,JC}+R2",2
R10871,"MIX{TPM3u+FO,JC}+G4",2
R10878,TPM3+G4,1
R10879,JC,1
R10881,"MIX{K2P,JC}+I",2
R10882,HKY+FO+I,1
R10885,"MIX{K2P,JC}+I",2
R10891,TN+FO,1
R10892,"MIX{F81+FO,JC}+I",2
R10893,JC+I,1
R10895,TNe+I,1
R10896,HKY+FO+I,1
R10903,"MIX{K2P,TPM3u+FO}+R2",2
R10904,JC,1
R10909,TIM3+FO+I,1
R10911,HKY+FO+I,1
R10913,"MIX{K2P,JC}+G4",2
R10914,HKY+FO+G4,1
R10918,K2P+I,1
R10919,K2P,1
R10927,HKY+FO+G4,1
R10928,HKY+FO+I,1
R10994,"MIX{TIM3e,TIM3e,TPM3}+I+R2",3
R10999,"MIX{TPM3u+FO,F81+FO}+G4",2
R11002,"MIX{TVM+FO,TPM3u+FO}+I+R2",2
R11003,TN+FO+I,1
R11006,"MIX{HKY+FO,JC}+G4",2
R11007,"MIX{TPM3u+FO,JC}+R2",2
R11009,"MIX{TPM3u+FO,JC}+I",2
R11022,"MIX{TNe,JC}+I",2
R11023,"MIX{TPM3u+FO,JC}+I",2
R11028,K2P+I+G4,1
R11029,"MIX{TPM3u+FO,TPM3}+R2",2
R11030,"MIX{TIM3e,F81+FO}+R3",2
R11038,"MIX{TPM3,JC}+R2",2
R11040,HKY+FO+G4,1
R11042,TNe+I,1
R11044,"MIX{TPM3u+FO,JC}+R2",2
R11047,"MIX{TPM3u+FO,F81+FO,K3P,JC}+I+G4",4
R11048,"MIX{TVM+FO,TIM2+FO,TPM2}+R2",3
R11050,TPM2+I+G4,1
R11051,TPM3+I,1
R11059,"MIX{K2P,JC}+I",2
R11060,"MIX{TIM3e,TPM3}+I+R2",2
R11069,K3Pu+FO+I,1
R11078,"MIX{HKY+FO,JC}+I",2
R11079,"MIX{TVM+FO,TIM2+FO}+G4",2
R11081,"MIX{TPM3,JC}+I+G4",2
R11082,"MIX{TIM3e,F81+FO,TNe}+I+R2",3
R11085,TPM3u+FO+I,1
R11086,JC+I,1
R11094,"MIX{K2P,JC}+I",2
R11113,"MIX{HKY+FO,JC}+I+G4",2
R11115,"MIX{TPM3u+FO,TN+FO}+R2",2
R11116,"MIX{TPM3u+FO,TPM3}+G4",2
R11117,"MIX{HKY+FO,JC,F81+FO}+I+G4",3
R11119,HKY+FO,1
R11122,K2P+I,1
R11123,"MIX{TPM2u+FO,JC}+G4",2
R11125,TPM3+G4,1
R11135,"MIX{TPM3u+FO,TPM3,F81+FO}+G4",3
R11140,"MIX{TIM3e,TPM3}+I+G4",2
R11144,"MIX{HKY+FO,JC}+G4",2
R11148,"MIX{HKY+FO,K2P}+I",2
R11151,"MIX{TPM3u+FO,JC}+I+R2",2
R11153,"MIX{K2P,JC}+G4",2
R11156,"MIX{TIM2+FO,F81+FO}+G4",2
R11158,K2P+G4,1
R11159,"MIX{TPM3u+FO,TNe}+G4",2
R11161,"MIX{K2P,JC}+G4",2
R11162,"MIX{HKY+FO,JC}+R2",2
R11163,"MIX{K2P,JC}+I",2
R11166,HKY+FO+I,1
R11169,"MIX{TPM2u+FO,F81+FO,JC}+G4",3
R11171,HKY+FO+I,1
R11173,"MIX{TPM3u+FO,JC}+R2",2
R11174,F81+FO+I,1
R11176,"MIX{HKY+FO,TNe}+I",2
R11179,K2P+I,1
R11180,"MIX{K2P,JC}+I",2
R11181,"MIX{TPM3u+FO,JC}+R2",2
R11184,K2P+I+G4,1
R11185,"MIX{TPM3u+FO,JC}+G4",2
R11186,"MIX{TPM3,F81+FO}+R2",2
R11189,TPM3u+FO+G4,1
R11190,TPM2u+FO+G4,1
R11191,TPM3u+FO+R2,1
R11194,HKY+FO+I,1
R11196,TPM3u+FO+I,1
R11197,"MIX{TIM3+FO,JC}+I",2
R11203,"MIX{TIM+FO,TPM3,TIM+FO}+G4",3
R11205,TNe+I,1
R11208,TVM+FO+R2,1
R11209,"MIX{TN+FO,JC}+R2",2
R11216,K2P+G4,1
R11221,"MIX{HKY+FO,JC}+G4",2
R11222,"MIX{TPM3u+FO,TPM3}+I",2
R11226,"MIX{TVM+FO,F81+FO,JC}+G4",3
R11228,"MIX{TN+FO,JC}+I",2
R11230,"MIX{HKY+FO,TPM3}+I+G4",2
R11231,"MIX{TPM3u+FO,TPM3}+R3",2
R11236,K3Pu+FO+R2,1
R11239,"MIX{TIM3e,JC}+G4",2
R11244,"MIX{TIM3e,TIM3e,JC}+G4",3
R11248,"MIX{TIM3e,TPM3}+I+G4",2
R11249,HKY+FO+I,1
R11251,TN+FO+I,1
R11252,HKY+FO+G4,1
R11255,"MIX{TPM3,JC}+G4",2
R11259,"MIX{TIM3e,JC}+R2",2
R11271,"MIX{TPM3u+FO,JC}+I+G4",2
R11273,K3Pu+FO+I,1
R11278,"MIX{HKY+FO,JC}+I+G4",2
R11279,"MIX{TPM3u+FO,F81+FO,K3Pu+FO,JC}+I+R2",4
R11282,"MIX{TPM3u+FO,TPM3,JC}+R2",3
R11283,"MIX{TIM3e,TPM3}+I+R2",2
R11285,TIM2e+I,1
R11286,"MIX{TPM3,TPM3,JC}+R2",3
R11290,"MIX{K2P,JC}+R2",2
R11295,"MIX{TIM3e,TPM3}+G4",2
R11299,TPM3u+FO+I+G4,1
R11306,"MIX{TPM2u+FO,TPM3}+I",2
R11307,TNe+I,1
R11311,"MIX{K2P,JC}+I+G4",2
R11323,"MIX{TPM3u+FO,TPM3}+R2",2
R11327,"MIX{TPM3u+FO,JC}+I+G4",2
R11332,"MIX{TPM3,JC}+I",2
R11337,"MIX{TIM3+FO,TPM3,JC}+I+G4",3
R11342,"MIX{K2P,JC}+I",2
R11348,"MIX{K2P,JC}+R2",2
R11353,"MIX{K2P,JC}+I",2
R11363,"MIX{K2P,JC}+I+G4",2
R11364,"MIX{TIM3+FO,TNe}+G4",2
R11365,TN+FO+I,1
R11366,TPM3u+FO+G4,1
R11373,"MIX{TPM3u+FO,K2P}+G4",2
R11374,"MIX{TPM3,TPM2}+R2",2
R11375,"MIX{GTR+FO,TVMe}+I",2
R11377,"MIX{TPM3u+FO,TPM2u+FO}+I+R2",2
R11378,"MIX{TIM+FO,K2P}+I",2
R11379,"MIX{TIM3+FO,TPM3,JC}+R2",3
R11383,"MIX{TPM3u+FO,F81+FO}+I",2
R11385,"MIX{TNe,JC}+I",2
R11386,"MIX{GTR+FO,K2P}+R2",2
R11387,"MIX{TPM3u+FO,TPM3}+I+G4",2
R11388,"MIX{TPM3,K3P}+I+G4",2
R11394,"MIX{K2P,JC}+G4",2
R11396,"MIX{TN+FO,JC}+I",2
R11397,"MIX{TN+FO,JC}+I",2
R11399,HKY+FO+G4,1
R11405,"MIX{TIM3e,JC}+R2",2
R11410,"MIX{HKY+FO,JC}+R2",2
R11411,HKY+FO+I,1
R11413,TPM3+I,1
R11414,TN+FO+I,1
R11417,"MIX{TPM3,HKY+FO,JC}+I+G4",3
R11422,"MIX{TIM3+FO,TPM3}+I",2
R11423,"MIX{TNe,JC}+R2",2
R11427,"MIX{K2P,JC}+I",2
R11432,"MIX{TPM3u+FO,JC}+G4",2
R11436,F81+FO,1
R11445,"MIX{TPM3,K2P}+R2",2
R11467,"MIX{F81+FO,JC}+I",2
R11469,TPM2u+FO+G4,1
R11473,"MIX{TIM3e,TPM3}+I+R2",2
R11478,"MIX{TVM+FO,TPM3,F81+FO,TIM2+FO}+I+R2",4
R11488,"MIX{TIM+FO,K3Pu+FO}+I",2
R11491,"MIX{TPM3,F81+FO}+R2",2
R11494,TPM3u+FO+I+R2,1
R11495,"MIX{HKY+FO,F81+FO}+I+G4",2
R11507,"MIX{TPM3u+FO,TN+FO}+R2",2
R11508,"MIX{TPM3u+FO,TPM3}+I+R3",2
R11516,"MIX{K2P,JC}+G4",2
R11517,"MIX{TPM3u+FO,JC,TIM3e}+G4",3
R11521,"MIX{TPM3,TPM3}+R2",2
R11522,"MIX{TPM3u+FO,F81+FO,TIM3+FO,JC}+I+G4",4
R11529,"MIX{K2P,JC}+G4",2
R11531,TPM2+G4,1
R11532,"MIX{TPM3u+FO,F81+FO}+G4",2
R11537,TIM3e+I,1
R11540,"MIX{TPM3u+FO,JC}+I",2
R11541,"MIX{TVM+FO,TPM2}+I",2
R11549,"MIX{TPM2,TPM3,F81+FO}+G4",3
R11558,TIM+FO+I,1
R11565,"MIX{TIM3e,JC}+I+G4",2
R11568,"MIX{TIM3+FO,TPM3}+I+G4",2
R11573,HKY+FO+G4,1
R11574,"MIX{TPM3,JC}+I+G4",2
R11575,"MIX{TIM3e,K2P}+G4",2
R11577,"MIX{TPM3,TPM3}+I+G4",2
R11580,K2P+I+G4,1
R11586,"MIX{TPM3,F81+FO}+I",2
R11594,"MIX{TPM3,TPM3}+G4",2
R11609,"MIX{TIM3e,JC}+I+R2",2
R11613,"MIX{HKY+FO,JC}+G4",2
R11619,"MIX{K2P,K2P}+G4",2
R11625,"MIX{TPM3,F81+FO,TPM2}+I+R2",3
R11626,"MIX{TPM3,TPM3u+FO}+I+G4",2
R11627,HKY+FO+G4,1
R11628,TPM3u+FO+G4,1
R11636,"MIX{TIM3+FO,TPM3,JC}+R3",3
R11638,"MIX{TPM3u+FO,K3P}+I",2
R11643,TPM3+G4,1
R11645,TPM3,1
R11668,"MIX{HKY+FO,F81+FO}+I+G4",2
R11738,"MIX{TIM3+FO,TPM3,JC}+G4",3
R11739,K2P+I,1
R11740,"MIX{TPM3,JC}+R2",2
R11857,"MIX{TVM+FO,JC}+G4",2
R11863,K3Pu+FO+I,1
R11872,"MIX{K2P,JC}+R2",2
R11873,TPM3+G4,1
R11875,TIM3e+I,1
R11878,"MIX{TIM3+FO,TN+FO,JC,TNe}+G4",4
R11882,HKY+FO+I,1
R11884,"MIX{TPM3u+FO,K2P}+I+R2",2
R11886,TPM3u+FO+I,1
R11887,TPM3+I,1
R11888,"MIX{HKY+FO,JC,F81+FO,TNe}+I+G4",4
R11889,"MIX{HKY+FO,JC,TPM3u+FO}+R2",3
R11896,"MIX{TPM3u+FO,JC,TPM3}+G4",3
R11897,"MIX{TPM3u+FO,TPM3}+I+R2",2
R11908,"MIX{HKY+FO,F81+FO,JC}+G4",3
R11909,"MIX{TPM3u+FO,JC}+R2",2
R11912,TN+FO+I,1
R11935,HKY+FO,1
R11941,"MIX{HKY+FO,K2P}+I",2
R11942,"MIX{TPM3,K2P}+R2",2
R11953,"MIX{TPM3u+FO,TPM3,K3Pu+FO,F81+FO,TIM2+FO}+I+G4",5
R11970,K2P+G4,1
R11978,"MIX{TPM2,JC}+I+G4",2
R11981,TPM3u+FO+I,1
R11989,"MIX{TPM3u+FO,JC}+R2",2
R11992,"MIX{TPM3u+FO,JC}+I",2
R11993,"MIX{HKY+FO,K3Pu+FO}+R2",2
R11997,"MIX{TPM3u+FO,TPM3}+R2",2
R12005,"MIX{K2P,F81+FO,F81+FO}+I",3
R12006,"MIX{TIM3+FO,JC}+G4",2
R12007,TPM3u+FO+I,1
R12012,"MIX{TPM3,TPM3}+R3",2
R12014,"MIX{TPM3u+FO,JC}+R2",2
R12015,HKY+FO+G4,1
R12024,"MIX{HKY+FO,JC}+I+G4",2
R12025,HKY+FO+I,1
R12030,"MIX{TPM3u+FO,JC}+I+R2",2
R12032,"MIX{TPM3,JC}+I",2
R12033,"MIX{TIM3+FO,JC}+G4",2
R12035,"MIX{TVM+FO,HKY+FO,JC}+I+R2",3
R12040,"MIX{TPM3u+FO,K3Pu+FO,K3Pu+FO}+I+R2",3
R12044,TPM3u+FO+G4,1
R12049,"MIX{TPM3u+FO,TIM3e,JC}+G4",3
R12050,"MIX{HKY+FO,K3P}+I",2
R12051,HKY+FO+G4,1
R12054,HKY+FO+I,1
R12057,"MIX{TPM3u+FO,TPM3}+R2",2
R12067,"MIX{TPM3,TPM3}+I",2
R12075,"MIX{TPM3u+FO,GTR+FO}+R2",2
R12079,"MIX{K2P,JC}+I",2
R12082,"MIX{TPM3u+FO,HKY+FO}+I+G4",2
R12089,"MIX{K2P,K2P}+I",2
R12095,"MIX{HKY+FO,JC}+G4",2
R12098,"MIX{JC,K2P,K2P}+G4",3
R12100,"MIX{TN+FO,JC}+I",2
R12102,K2P+I,1
R12105,"MIX{TPM3u+FO,JC}+I",2
R12112,"MIX{TIM3+FO,K2P}+I+R2",2
R12115,"MIX{K2P,JC}+G4",2
R12117,"MIX{K2P,JC}+I",2
R12121,"MIX{K3Pu+FO,JC}+I",2
R12125,"MIX{TPM3u+FO,F81+FO,TPM2u+FO}+G4",3
R12132,K2P+G4,1
R12135,"MIX{TPM3u+FO,TVMe,K2P}+I",3
R12137,TPM3+G4,1
R12139,HKY+FO+I,1
R12156,"MIX{TPM3u+FO,TPM3}+G4",2
R12159,"MIX{HKY+FO,JC}+G4",2
R12164,"MIX{K2P,F81+FO}+I",2
R12165,K2P+I,1
R12172,"MIX{K3P,JC}+G4",2
R12173,"MIX{GTR+FO,JC,TNe}+G4",3
R12175,"MIX{TNe,JC}+G4",2
R12181,K2P+G4,1
R12191,"MIX{TNe,JC}+G4",2
R12199,JC+I,1
R12200,"MIX{TPM3u+FO,JC}+I",2
R12202,"MIX{TPM3u+FO,TPM3,JC}+R2",3
R12206,"MIX{TPM3u+FO,JC}+I",2
R12209,"MIX{TPM3u+FO,K2P}+I",2
R12213,TIM+FO+I,1
R12214,TPM3+G4,1
R12216,"MIX{HKY+FO,K2P}+I+G4",2
R12218,HKY+FO+G4,1
R12224,HKY+FO,1
R12226,TPM3u+FO+I,1
R12229,TPM3+I,1
R12232,"MIX{K2P,K2P}+R2",2
R12236,"MIX{TPM3,F81+FO}+G4",2
R12238,"MIX{TPM3u+FO,JC}+G4",2
R12245,TPM3+I,1
R12247,TPM3+G4,1
R12248,TIM3+FO+I,1
R12249,"MIX{TPM3,JC}+G4",2
R12254,"MIX{TPM3,K2P}+I+G4",2
R12257,HKY+FO+I,1
R12258,TPM3+G4,1
R12259,TIM3+FO+I,1
R12261,"MIX{TPM3u+FO,JC}+R3",2
R12262,HKY+FO+I,1
R12266,"MIX{GTR+FO,TPM2u+FO,HKY+FO}+I+R2",3
R12268,"MIX{TIM3e,JC}+G4",2
R12271,"MIX{TPM3u+FO,TIM2e}+G4",2
R12274,"MIX{TPM3u+FO,F81+FO,TPM3}+R3",3
R12282,"MIX{TPM3u+FO,HKY+FO,JC}+I+G4",3
R12285,"MIX{TPM2u+FO,JC}+R2",2
R12286,"MIX{TPM3u+FO,TPM2u+FO}+I+G4",2
R12287,"MIX{TIM3+FO,HKY+FO,K3P,K3P}+R3",4
R12289,TPM3u+FO+I,1
R12291,HKY+FO+I,1
R12296,TPM2u+FO+I,1
R12301,TPM3+I,1
R12304,HKY+FO+G4,1
R12317,HKY+FO+G4,1
R12321,K2P+I,1
R12323,"MIX{TIM2+FO,K3P}+I+G4",2
R12332,"MIX{K2P,JC}+G4",2
R12333,"MIX{TIM3e,TPM3,K3P}+I+R2",3
R12334,"MIX{TPM3,JC}+R2",2
R12343,"MIX{K2P,JC}+I",2
R12345,"MIX{HKY+FO,JC,F81+FO}+I+R2",3
R12346,"MIX{TPM3u+FO,JC}+G4",2
R12352,"MIX{TNe,JC}+I",2
R12356,K2P+I,1
R12358,TPM3+G4,1
R12360,"MIX{TNe,JC}+R2",2
R12373,"MIX{TN+FO,JC}+I",2
R12374,"MIX{TIM3e,JC}+G4",2
R12377,"MIX{K2P,JC}+G4",2
R12381,"MIX{TPM2u+FO,TPM3}+G4",2
R12383,K2P+I,1
R12385,"MIX{TPM3u+FO,JC,F81+FO}+G4",3
R12386,"MIX{TN+FO,JC}+I",2
R12387,TIM+FO+I,1
R12388,"MIX{TIM+FO,K2P}+I",2
R12395,"MIX{TPM3u+FO,K2P}+R2",2
R12398,TPM3+G4,1
R12401,"MIX{TPM3u+FO,F81+FO}+G4",2
R12404,"MIX{HKY+FO,JC}+I",2
R12406,K2P+I,1
R12407,JC+I,1
R12408,"MIX{TNe,JC}+G4",2
R12409,"MIX{K2P,JC}+I",2
R12411,JC+I,1
R12415,K3P+I,1
R12416,K2P+I,1
R12417,"MIX{K2P,JC}+I",2
R12419,"MIX{TPM3u+FO,JC,K2P}+R2",3
R12423,"MIX{TNe,JC}+I",2
R12425,TN+FO+I,1
R12428,TPM3u+FO+G4,1
R12432,"MIX{TPM2u+FO,JC}+R2",2
R12433,JC+I,1
