File_IDs,BIC Scores from Folder,BIC Values from Specific File,MIX_MF
R11047,9493.7502,9572.103,-78.3528
R11048,12578.5561,12673.341,-94.7849
R11050,3149.2361,3188.148,-38.9119
R11051,4266.0297,4284.174,-18.1443
R11059,3231.2841,3235.903,-4.6189
R11060,5823.9416,5865.562,-41.6204
R11069,3435.882,3449.527,-13.645
R11078,3640.5233,3655.225,-14.7017
R11079,6887.1899,6949.853,-62.6631
R11081,6682.9792,6724.989,-42.0098
R11082,14179.4093,14245.475,-66.0657
R11085,4888.0058,4890.476,-2.4702
R11086,1391.3373,1434.389,-43.0517
R11094,2024.5536,2040.301,-15.7474
R11113,6278.8266,6303.586,-24.7594
R11115,7655.5884,7688.142,-32.5536
R11116,6894.5405,6925.707,-31.1665
R11117,18370.535,18443.456,-72.921
R11119,1042.6128,1107.033,-64.4202
R11122,999.6227,1074.354,-74.7313
R11123,5134.7283,5168.752,-34.0237
R11125,2494.1681,2500.315,-6.1469
R11135,5668.4241,5734.722,-66.2979
R11140,8034.962,8097.407,-62.445
R11144,3940.7162,3965.134,-24.4178
R11148,8718.4379,8763.051,-44.6131
R11151,8681.0486,8717.608,-36.5594
R11153,3501.6469,3523.177,-21.5301
R11156,5567.0887,5591.685,-24.5963
R11158,1345.9699,1355.738,-9.7681
R11159,3584.5323,3614.135,-29.6027
R11161,6066.4817,6075.242,-8.7603
R11162,7624.3834,7656.284,-31.9006
R11163,2467.4776,2472.501,-5.0234
R11166,2398.2684,2462.043,-63.7746
R11169,8686.3776,8747.415,-61.0374
R11171,2359.5928,2387.732,-28.1392
R11173,3968.884,3974.39,-5.506
R11174,3158.3535,3161.644,-3.2905
R11176,5590.7826,5604.628,-13.8454
R11179,1794.1384,1803.476,-9.3376
R11180,3691.5453,3740.684,-49.1387
R11181,18265.9386,18323.86,-57.9214
R11184,8724.8503,8726.624,-1.7737
R11185,6667.8357,6715.674,-47.8383
R11186,3073.5159,3078.572,-5.0561
R11189,3239.0322,3242.611,-3.5788
R11190,3931.62,3943.982,-12.362
R11191,5665.1425,5684.6,-19.4575
R11194,4668.2325,4691.548,-23.3155
R11196,7169.0323,7188.786,-19.7537
R11197,17028.1789,17067.749,-39.5701
R11203,7338.6407,7417.226,-78.5853
R11205,3360.1836,3364.16,-3.9764
R11208,3031.089,3070.158,-39.069
R11209,9745.0567,9808.894,-63.8373
R11216,908.095,942.612,-34.517
R11221,7525.944,7582.589,-56.645
R11222,6489.8396,6515.158,-25.3184
R11226,25774.7774,25876.552,-101.7746
R11228,7107.427,7121.949,-14.522
R11230,8455.4813,8481.676,-26.1947
R11231,6345.0643,6390.928,-45.8637
R11236,6213.4362,6241.457,-28.0208
R11239,4089.0806,4097.865,-8.7844
R11244,7573.9784,7621.711,-47.7326
R11248,16461.0664,16545.272,-84.2056
R11249,3229.2316,3247.949,-18.7174
R11251,7725.7363,7760.054,-34.3177
R11252,2899.3118,2958.17,-58.8582
R11255,2122.4245,2168.578,-46.1535
R11259,9437.3374,9482.565,-45.2276
R11271,8920.1039,8937.566,-17.4621
R11273,7707.1548,7719.125,-11.9702
R11278,11313.6978,11336.551,-22.8532
R11279,18626.5838,18778.494,-151.9102
R11282,12593.2454,12648.283,-55.0376
R11283,15367.5644,15432.741,-65.1766
R11285,1861.8015,1888.987,-27.1855
R11286,6523.7348,6591.432,-67.6972
R11290,6008.3132,6086.046,-77.7328
R11295,5492.0046,5531.023,-39.0184
R11299,7393.5955,7400.321,-6.7255
R11306,4926.0342,4944.72,-18.6858
R11307,2336.5884,2370.552,-33.9636
R11311,2866.3378,2872.484,-6.1462
R11323,9540.6747,9608.773,-68.0983
R11327,8564.9898,8586.599,-21.6092
R11332,3870.1136,3884.894,-14.7804
R11337,12321.4177,12409.226,-87.8083
R11342,2294.1136,2307.459,-13.3454
R11348,2496.1215,2520.738,-24.6165
R11353,872.3632,927.778,-55.4148
R11363,4843.6154,4880.084,-36.4686
R11364,2855.1433,2863.309,-8.1657
R11365,3886.0385,3890.411,-4.3725
R11366,2534.127,2574.708,-40.581
R11373,3471.6879,3486.815,-15.1271
R11374,4933.6564,4956.641,-22.9846
R11375,5394.0494,5414.98,-20.9306
R11377,12958.5811,12978.581,-19.9999
R11378,4212.5962,4222.094,-9.4978
R11379,3984.1582,4033.662,-49.5038
R11383,4564.6019,4614.522,-49.9201
R11385,4520.2531,4547.672,-27.4189
R11386,8359.8168,8394.717,-34.9002
R11387,8303.4704,8370.812,-67.3416
R11388,4509.2574,4531.965,-22.7076
R11394,7383.6095,7411.991,-28.3815
R11396,9161.1888,9185.422,-24.2332
R11397,5117.9906,5134.762,-16.7714
R11399,3946.5498,3955.68,-9.1302
R11405,4500.8079,4508.602,-7.7941
R11410,11466.2736,11497.084,-30.8104
R11411,6518.9788,6530.614,-11.6352
R11413,5967.6937,5995.796,-28.1023
R11414,2831.6703,2845.052,-13.3817
R11417,15747.534,15863.462,-115.928
R11422,10259.053,10301.885,-42.832
R11423,5310.2128,5383.09,-72.8772
R11427,2457.937,2459.641,-1.704
R11432,6272.5098,6311.153,-38.6432
R11436,4248.4703,4375.033,-126.5627
R11445,3800.392,3825.242,-24.85
R11467,2859.4629,2877.013,-17.5501
R11469,19187.4616,19220.532,-33.0704
R11473,15856.6375,15957.808,-101.1705
R11478,22563.9264,22774.866,-210.9396
R11488,5049.2233,5072.413,-23.1897
R11491,13419.2265,13449.701,-30.4745
R11494,2639.5497,2653.168,-13.6183
R11495,9633.9232,9777.556,-143.6328
R11507,7846.4561,7943.346,-96.8899
R11508,12184.6575,12278.016,-93.3585
R11516,3841.9355,3858.464,-16.5285
R11517,10764.4273,10818.816,-54.3887
R11521,8444.8442,8520.333,-75.4888
R11522,15268.0239,15340.003,-71.9791
R11529,3043.8119,3047.031,-3.2191
R11531,2858.2641,2881.936,-23.6719
R11532,5197.6239,5264.941,-67.3171
R11537,3747.2757,3757.204,-9.9283
R11540,5790.2822,5808.291,-18.0088
R11541,3991.0877,4036.832,-45.7443
R11549,4402.1443,4435.623,-33.4787
R11558,1283.0524,1344.716,-61.6636
R11565,5923.5269,5941.016,-17.4891
R11568,7039.5768,7054.792,-15.2152
R11573,4669.8863,4692.294,-22.4077
R11574,6113.4789,6153.58,-40.1011
R11575,6691.4812,6712.183,-20.7018
R11577,4910.053,4944.029,-33.976
R11580,5503.1413,5518.566,-15.4247
R11586,2196.3744,2204.295,-7.9206
R11594,5922.6749,5975.407,-52.7321
R11609,4026.066,4038.959,-12.893
R11613,3482.3339,3488.41,-6.0761
R11619,4893.1471,4934.118,-40.9709
R11625,14978.1452,15094.467,-116.3218
R11626,6729.9768,6745.407,-15.4302
R11627,3346.485,3370.554,-24.069
R11628,4174.349,4193.374,-19.025
R11636,17285.1,17381.822,-96.722
R11638,2956.428,2991.244,-34.816
R11643,4087.3632,4094.453,-7.0898
R11645,851.6043,944.451,-92.8467
R11668,3720.8527,3745.282,-24.4293
R11738,8801.2661,8881.052,-79.7859
R11739,1600.6813,1660.559,-59.8777
R11740,4904.9502,4928.08,-23.1298
R11857,17485.2678,17524.153,-38.8852
R11863,7994.8322,8003.411,-8.5788
R11872,5962.9022,5991.49,-28.5878
R11873,3398.4325,3439.397,-40.9645
R11875,3430.6446,3444.906,-14.2614
R11878,22736.3889,22796.32,-59.9311
R11882,11038.731,11048.163,-9.432
R11884,8904.7809,8992.177,-87.3961
R11886,5364.4902,5372.051,-7.5608
R11887,4310.7573,4326.29,-15.5327
R11888,11967.8627,12018.367,-50.5043
R11889,14211.1756,14250.459,-39.2834
R11896,6571.4586,6594.236,-22.7774
R11897,8717.9711,8826.496,-108.5249
R11908,6756.1938,6807.172,-50.9782
R11909,13217.9359,13264.709,-46.7731
R11912,1166.301,1202.268,-35.967
R11935,1934.6574,1958.558,-23.9006
R11941,4435.0026,4437.194,-2.1914
R11942,6660.4143,6686.9,-26.4857
R11953,21226.9975,21598.308,-371.3105
R11970,3648.8715,3649.812,-0.9405
R11978,5576.1938,5598.691,-22.4972
R11981,5079.5308,5080.486,-0.9552
R11989,7754.4791,7776.973,-22.4939
R11992,11344.7752,11358.77,-13.9948
R11993,14885.3277,14983.891,-98.5633
R11997,6232.7477,6246.386,-13.6383
R12005,5546.4934,5591.966,-45.4726
R12006,11322.7007,11338.809,-16.1083
R12007,5221.0387,5234.66,-13.6213
R12012,9760.332,9848.827,-88.495
R12014,11862.4405,11906.264,-43.8235
R12015,6937.2015,6956.845,-19.6435
R12024,4116.7932,4163.359,-46.5658
R12025,3440.3995,3440.675,-0.2755
R12030,17860.2055,17934.183,-73.9775
R12032,4419.1616,4455.591,-36.4294
R12033,8127.1588,8161.597,-34.4382
R12035,17563.6169,17607.598,-43.9811
R12040,15908.5888,16105.266,-196.6772
R12044,3238.3666,3262.411,-24.0444
R12049,5818.6615,5846.371,-27.7095
R12050,3681.7136,3727.903,-46.1894
R12051,2724.5193,2766.803,-42.2837
R12054,2170.2972,2170.889,-0.5918
R12057,10809.0223,10875.257,-66.2347
R12067,5098.4603,5120.65,-22.1897
R12075,8491.12,8565.481,-74.361
R12079,6898.0869,6919.255,-21.1681
R12082,6091.2631,6098.962,-7.6989
R12089,1074.5181,1089.046,-14.5279
R12095,4698.0942,4728,-29.9058
R12098,3023.0518,3020.841,2.2108
R12100,13609.2475,13632.782,-23.5345
R12102,1463.0678,1475.128,-12.0602
R12105,3488.6169,3493.974,-5.3571
R12112,6951.4999,7012.898,-61.3981
R12115,4469.5418,4525.22,-55.6782
R12117,2954.8673,2969.607,-14.7397
R12121,4782.8585,4798.579,-15.7205
R12125,21469.2302,21562.372,-93.1418
R12132,4309.9717,4326.681,-16.7093
R12135,4009.847,4056.618,-46.771
R12137,1719.5607,1726.508,-6.9473
R12139,2291.1441,2308.541,-17.3969
R12156,7122.1401,7157.548,-35.4079
R12159,5734.1488,5770.359,-36.2102
R12164,2805.1998,2822.576,-17.3762
R12165,2459.2661,2479.451,-20.1849
R12172,2997.7073,3009.144,-11.4367
R12173,21369.2493,21435.213,-65.9637
R12175,2828.5371,2838.832,-10.2949
R12181,4047.022,4068.379,-21.357
R12191,5722.4434,5742.01,-19.5666
R12199,1736.0082,1770.56,-34.5518
R12200,2590.4374,2595.981,-5.5436
R12202,12897.184,12960.892,-63.708
R12206,6506.3823,6534.479,-28.0967
R12209,8115.4466,8159.805,-44.3584
R12213,4705.3343,4707.807,-2.4727
R12214,1423.3681,1453.337,-29.9689
R12216,10212.4854,10238.289,-25.8036
R12218,8208.1351,8226.527,-18.3919
R12224,1333.4223,1358.413,-24.9907
R12226,3960.5941,3964.32,-3.7259
R12229,2013.093,2025.389,-12.296
R12232,6646.5478,6708.861,-62.3132
R12236,2717.8232,2739.748,-21.9248
R12238,4018.2524,4054.234,-35.9816
R12245,2578.4161,2598.669,-20.2529
R12247,2245.4503,2247.934,-2.4837
R12248,6321.3005,6332.281,-10.9805
R12249,4882.5429,4902.2,-19.6571
R12254,5949.4618,6000.225,-50.7632
R12257,5766.0977,5769.9,-3.8023
R12258,1716.101,1726.408,-10.307
R12259,5338.6036,5359.207,-20.6034
R12261,5500.5753,5529.461,-28.8857
R12262,4274.7331,4306.048,-31.3149
R12266,46135.2395,46324.428,-189.1885
R12268,8582.9483,8587.433,-4.4847
R12271,4467.6253,4486.53,-18.9047
R12274,11674.8532,11764.512,-89.6588
R12282,8698.4231,8750.705,-52.2819
R12285,22315.4052,22336.691,-21.2858
R12286,7137.0981,7158.096,-20.9979
R12287,24252.4339,24477.204,-224.7701
R12289,2096.4563,2100.995,-4.5387
R12291,3611.4297,3612.294,-0.8643
R12296,1881.6568,1891.3,-9.6432
R12301,5733.265,5736.458,-3.193
R12304,3853.5013,3885.386,-31.8847
R12317,1838.0427,1860.301,-22.2583
R12321,4445.7308,4446.995,-1.2642
R12323,2986.421,3001.15,-14.729
R12332,6294.5889,6322.212,-27.6231
R12333,9843.9808,9880.939,-36.9582
R12334,4445.8084,4456.534,-10.7256
R12343,7362.7328,7401.203,-38.4702
R12345,21792.3392,21861.735,-69.3958
R12346,6856.3816,6908.315,-51.9334
R12352,2309.2797,2321.872,-12.5923
R12356,2384.6641,2388.981,-4.3169
R12358,4697.0022,4735.903,-38.9008
R12360,2635.2127,2650.285,-15.0723
R12373,4751.0843,4807.641,-56.5567
R12374,12865.331,12883.684,-18.353
R12377,3039.2752,3081.374,-42.0988
R12381,4543.2409,4551.283,-8.0421
R12383,2364.8807,2376.234,-11.3533
R12385,5934.3735,5969.081,-34.7075
R12386,2147.6045,2157.773,-10.1685
R12387,2163.8675,2186.158,-22.2905
R12388,4473.9393,4494.646,-20.7067
R12395,4668.9176,4702.834,-33.9164
R12398,2968.9266,2979.87,-10.9434
R12401,3127.1512,3197.343,-70.1918
R12404,4356.6652,4371.495,-14.8298
R12406,2288.286,2317.194,-28.908
R12407,3264.0155,3264.269,-0.2535
R12408,4424.1026,4426.196,-2.0934
R12409,2284.6924,2311.707,-27.0146
R12411,2212.0469,2212.048,-0.0011
R12415,1754.3342,1758.5,-4.1658
R12416,2193.5558,2208.977,-15.4212
R12417,2433.3811,2453.741,-20.3599
R12419,4631.2982,4661.092,-29.7938
R12423,2921.7139,2932.701,-10.9871
R12425,8824.2174,8834.648,-10.4306
R12428,4789.7856,4790.396,-0.6104
R12432,5084.9862,5108.255,-23.2688
R12433,1912.6898,2013.254,-100.5642
R12436,18087.1268,18124.71,-37.5832
R12437,2962.944,2969.777,-6.833
R12438,4634.6206,4693.14,-58.5194
R12439,2226.0912,2245.503,-19.4118
R12441,6142.6339,6190.831,-48.1971
R12444,6057.1075,6082.176,-25.0685
R12445,3340.4351,3410.195,-69.7599
R12448,7055.5759,7066.124,-10.5481
R12450,4095.3278,4135.111,-39.7832
R12452,2671.0026,2683.551,-12.5484
R12454,12814.493,12825.954,-11.461
R12460,12714.5396,12763.442,-48.9024
R12466,2562.4759,2562.613,-0.1371
R12467,1813.367,1818.517,-5.15
R12468,1985.9198,2017.729,-31.8092
R12469,4289.7145,4294.987,-5.2725
R12473,2100.381,2123.29,-22.909
R12475,2110.7988,2148.583,-37.7842
R12478,20490.7588,20657.148,-166.3892
R12479,2727.25,2759.197,-31.947
R12480,14682.7201,14708.702,-25.9819
R12482,17494.1298,17551.997,-57.8672
R12484,3543.1176,3550.548,-7.4304
R12485,1530.3507,1536.882,-6.5313
R12490,8018.1684,8050.856,-32.6876
R12493,447.2165,648.193,-200.9765
R12495,8916.3305,8943.114,-26.7835
R12500,4722.8309,4731.815,-8.9841
R12506,9466.2371,9522.297,-56.0599
R12507,8044.4399,8085.067,-40.6271
R12508,7863.5022,7883.672,-20.1698
R12509,4660.2668,4700.375,-40.1082
R12512,7681.2386,7694.728,-13.4894
R12513,3339.8317,3349.665,-9.8333
R12514,3743.071,3758.817,-15.746
R12515,24923.4376,24967.153,-43.7154
R12521,7770.3442,7821.257,-50.9128
R12524,3566.4406,3567.876,-1.4354
R12525,2217.4991,2241.75,-24.2509
R12526,2556.5034,2582.123,-25.6196
R12528,2938.1371,2939.721,-1.5839
R12532,1103.5466,1130.743,-27.1964
R12536,2736.4775,2766.913,-30.4355
R12538,3383.3253,3514.653,-131.3277
R12543,3056.488,3074.413,-17.925
R12549,1936.1395,1987.116,-50.9765
R12553,1717.374,1791.63,-74.256
R12555,2210.114,2223.538,-13.424
R12557,1675.7498,1731.04,-55.2902
R12558,5691.2003,5709.205,-18.0047
R12559,1781.2971,1854.395,-73.0979
R12560,2713.9261,2731.106,-17.1799
R12561,3417.0959,3445.597,-28.5011
R12564,5420.0577,5586.677,-166.6193
R12570,634.9358,781.499,-146.5632
R12575,1995.8437,2009.24,-13.3963
R12578,6930.517,6953.343,-22.826
R12582,2923.6508,2932.944,-9.2932
R12583,1998.6363,2042.388,-43.7517
R12587,5967.8972,5984.262,-16.3648
R12595,7536.1347,7568.045,-31.9103
R12602,14842.8713,14978.592,-135.7207
R12610,3949.4562,4112.661,-163.2048
R12620,6476.4666,6488.526,-12.0594
R12621,8825.3056,8842.164,-16.8584
R12630,5889.3848,5929.047,-39.6622
R12633,2008.2682,2081.498,-73.2298
R12638,10756.0214,10824.873,-68.8516
R12639,8630.5538,8784.715,-154.1612
R12646,6633.8203,6633.958,-0.1377
R12652,7003.6864,7031.295,-27.6086
R12654,10735.6157,10759.469,-23.8533
R12660,3220.0191,3266.955,-46.9359
R12663,4693.9117,4730.249,-36.3373
R12665,8863.6572,8872.619,-8.9618
R12667,31897.3461,32006.855,-109.5089
R12669,11387.8464,11440.944,-53.0976
R12670,2204.6905,2213.528,-8.8375
R12673,1508.2361,1582.889,-74.6529
R12682,3541.5635,3567.328,-25.7645
R12684,6407.232,6480.6,-73.368
R12686,17271.3927,17320.584,-49.1913
R12689,8269.4565,8317.272,-47.8155
R12695,10426.5634,10533.176,-106.6126
R12702,15851.5104,15896.675,-45.1646
R12704,20803.3934,20899.913,-96.5196
R12705,9570.2987,9656.006,-85.7073
R12712,8889.0559,8951.527,-62.4711
R12720,3894.8425,3899.31,-4.4675
R12722,4731.5377,4758.139,-26.6013
R12723,3617.5031,3618.938,-1.4349
R12725,11117.6465,11152.218,-34.5715
R12726,2549.5963,2555.252,-5.6557
R12727,4037.5502,4039.643,-2.0928
R12731,9246.0923,9306.475,-60.3827
R12733,15917.0323,15971.92,-54.8877
R12734,2707.0365,2724.545,-17.5085
R12737,15566.3941,15643.371,-76.9769
R12739,8145.3107,8159.05,-13.7393
R12740,5335.5559,5352.006,-16.4501
R12743,7528.025,7550.931,-22.906
R12753,12666.8462,12689.407,-22.5608
R12755,3709.7496,3716.552,-6.8024
R12762,5523.9715,5574.929,-50.9575
R12768,6477.29,6516.523,-39.233
R12769,6268.5983,6284.577,-15.9787
R12773,2243.6656,2264.42,-20.7544
R12775,2531.0149,2546.172,-15.1571
R12780,3387.3214,3415.881,-28.5596
R12787,3517.1336,3551.202,-34.0684
R12794,1853.695,1943.201,-89.506
R12797,5088.3919,5096.907,-8.5151
R12824,9524.0603,9568.402,-44.3417
R12827,6960.8815,6969.529,-8.6475
R12838,1308.5445,1384.838,-76.2935
R12840,2686.0125,2704.936,-18.9235
R12844,23893.1288,24020.796,-127.6672
R12845,10478.0021,10525.639,-47.6369
R12854,3737.607,3767.673,-30.066
R12855,6451.8412,6489.387,-37.5458
R12861,12325.3432,12363.631,-38.2878
R12863,3214.5042,3240.015,-25.5108
R12865,8440.6999,8487.702,-47.0021
R12866,4186.194,4202.957,-16.763
R12867,7860.785,7973.747,-112.962
R12870,7256.0465,7345.396,-89.3495
R12878,3779.547,3793.54,-13.993
R12880,4631.2808,4641.327,-10.0462
R12885,9247.7284,9318.952,-71.2236
R12886,3312.665,3338.822,-26.157
R12889,4532.8438,4564.278,-31.4342
R12897,4926.8945,4955.428,-28.5335
R12904,6983.2072,6989.452,-6.2448
R12906,6517.9374,6531.534,-13.5966
R12910,7153.3576,7210.029,-56.6714
R12911,9026.5432,9064.774,-38.2308
R12912,1667.9722,1680.646,-12.6738
R12919,8303.8968,8340.16,-36.2632
R12921,7378.4816,7396.134,-17.6524
R12922,2587.3011,2613.782,-26.4809
R12928,8778.585,8802.687,-24.102
R12932,2646.6458,2649.908,-3.2622
R12934,3105.2064,3113.211,-8.0046
R12935,2110.2462,2147.824,-37.5778
R12937,2943.101,2959.189,-16.088
R12938,1450.3962,1526.49,-76.0938
R12939,1570.4658,1657.369,-86.9032
R12942,1351.9448,1367.214,-15.2692
R12951,6512.2732,6555.744,-43.4708
R12953,5016.5167,5037.619,-21.1023
R12954,19733.5637,19990.729,-257.1653
R12957,3038.7693,3062.355,-23.5857
R12958,11407.6294,11428.01,-20.3806
R12961,3272.4499,3281.78,-9.3301
R12962,5482.8537,5498.101,-15.2473
R12965,3442.225,3449.1,-6.875
R12966,5049.3136,5087.702,-38.3884
R12970,4588.7153,4617.195,-28.4797
R12974,3221.0913,3222.634,-1.5427
R12989,1607.3226,1629.436,-22.1134
R12991,3223.5873,3252.684,-29.0967
R12992,3158.6749,3190.795,-32.1201
R12993,9438.1836,9447.543,-9.3594
R12994,3098.1953,3110.087,-11.8917
R12996,8973.6926,9011.8,-38.1074
R12997,2252.1587,2254.066,-1.9073
R12999,6383.2516,6399.097,-15.8454
R13000,4487.4654,4495.305,-7.8396
R13002,3040.7225,3057.036,-16.3135
R13006,2812.6829,2834.095,-21.4121
R13011,3504.1585,3505.844,-1.6855
R13016,1429.9186,1434.421,-4.5024
R13017,13269.0891,13299.875,-30.7859
R13024,7665.0935,7671.365,-6.2715
R13027,3775.7113,3806.66,-30.9487
R13029,3184.0148,3201.405,-17.3902
R13034,8235.7863,8276.045,-40.2587
R13035,3764.8166,3768.935,-4.1184
R13036,1594.6524,1635.033,-40.3806
R13037,1634.8532,1645.488,-10.6348
R13038,29366.6149,29515.099,-148.4841
R13039,8718.2138,8763.466,-45.2522
R13040,7197.4388,7235.199,-37.7602
R13044,5040.6257,5053.332,-12.7063
R13049,7093.9691,7111.326,-17.3569
R13050,7424.2479,7462.633,-38.3851
R13052,6261.3819,6284.948,-23.5661
R13053,2254.6972,2280.262,-25.5648
R13055,4668.5201,4693.403,-24.8829
R13060,16449.0675,16504.697,-55.6295
R13067,3615.3656,3659.727,-44.3614
R13069,2841.9718,2869.551,-27.5792
R13072,8097.303,8165.312,-68.009
R13073,2668.8765,2676.31,-7.4335
R13074,5419.5618,5417.236,2.3258
R13078,3039.7062,3045.773,-6.0668
R13083,3833.3953,3853.352,-19.9567
R13085,8712.4442,8740.376,-27.9318
R13089,3897.0861,3898.914,-1.8279
R13090,12664.6807,12770.344,-105.6633
R13091,2103.8869,2129.15,-25.2631
R13092,2200.3627,2245.715,-45.3523
R13093,8003.7967,8037.92,-34.1233
R13095,2880.4752,2924.564,-44.0888
R13096,12898.7122,12912.101,-13.3888
R13101,6990.8813,7040.567,-49.6857
R13105,1674.4134,1674.415,-0.0016
R13106,758.4449,787.582,-29.1371
R13112,1893.5411,1921.547,-28.0059
R13113,3000.101,3007.917,-7.816
R13114,2246.7568,2253.416,-6.6592
R13117,8335.9309,8347.228,-11.2971
R13119,14081.9572,14121.611,-39.6538
R13120,1827.1611,1830.597,-3.4359
R13123,1048.0678,1078.259,-30.1912
R13124,1896.3148,1926.484,-30.1692
R13125,2447.1566,2455.841,-8.6844
R13127,3459.0695,3473.067,-13.9975
R13130,5678.7286,5693.645,-14.9164
R13132,3960.4386,3986.756,-26.3174
R13134,1427.6417,1452.864,-25.2223
R13139,2282.2916,2290.279,-7.9874
R13141,6068.6718,6092.041,-23.3692
R13143,2997.0761,3013.556,-16.4799
R13145,6333.5048,6338.978,-5.4732
R13146,2834.1938,2841.547,-7.3532
R13147,6617.8065,6722.988,-105.1815
R13170,13199.158,13271.671,-72.513
R13172,5894.1345,5910.192,-16.0575
R13174,27533.5779,27661.717,-128.1391
R13179,4338.0471,4387.819,-49.7719
R13185,7753.3208,7785.266,-31.9452
R13186,7238.7032,7264.498,-25.7948
R13187,6248.1416,6264.63,-16.4884
R13188,3947.7661,3955.509,-7.7429
R13208,3908.6565,3949.382,-40.7255
R13209,9729.6145,9779.453,-49.8385
R13211,3617.0908,3634.433,-17.3422
R13213,7061.2761,7080.175,-18.8989
R13216,10042.9752,10107.48,-64.5048
R13217,4358.3187,4440.421,-82.1023
R13218,12678.4878,12698.957,-20.4692
R13219,10309.944,10337.439,-27.495
R13225,2348.3729,2362.157,-13.7841
R13232,3271.0603,3292.827,-21.7667
R13248,12087.3957,12197.967,-110.5713
R13262,3379.0909,3387.746,-8.6551
R13265,1566.8238,1569.369,-2.5452
R13267,4433.464,4449.329,-15.865
R13268,6197.5659,6221.396,-23.8301
R13270,6284.0802,6297.344,-13.2638
R13271,3705.0209,3706.053,-1.0321
R13273,6106.6835,6119.367,-12.6835
R13274,27383.4017,27481.068,-97.6663
R13284,3248.6433,3271.27,-22.6267
R13285,3967.1583,3977.19,-10.0317
R13288,3691.278,3722.114,-30.836
R13302,10570.006,10612.284,-42.278
R13304,5468.4712,5505.203,-36.7318
R13305,3978.6475,4002.912,-24.2645
R13307,2212.2614,2235.419,-23.1576
R13308,4529.2614,4582.636,-53.3746
R13309,4665.0422,4681.123,-16.0808
R13311,1886.5649,1903.391,-16.8261
R13312,2411.5358,2466.008,-54.4722
R13313,3842.0229,3860.713,-18.6901
R13318,5467.9929,5472.767,-4.7741
R13331,3783.9415,3794.054,-10.1125
R13333,3812.4535,3833.549,-21.0955
R13334,6912.0614,6992.075,-80.0136
R13338,15274.0711,15355.483,-81.4119
R13339,35832.3007,36005.399,-173.0983
R13348,3974.1155,3986.966,-12.8505
R13349,4596.8737,4622.938,-26.0643
R13352,7766.256,7823.297,-57.041
R13354,8932.3899,8964.871,-32.4811
R13355,7021.504,7068.356,-46.852
R13360,2992.1384,2999.221,-7.0826
R13364,10573.2458,10609.791,-36.5452
R13365,33971.6378,34024.863,-53.2252
R13366,10298.7586,10317.279,-18.5204
R13368,16482.9,16511.802,-28.902
R13369,15263.6008,15313.801,-50.2002
R13376,3731.2435,3786.43,-55.1865
R13381,16856.7927,16939.372,-82.5793
R13382,9304.1657,9338.39,-34.2243
R13385,4964.6582,5012.735,-48.0768
R13390,2706.4742,2746.463,-39.9888
R13399,2019.5335,2034.743,-15.2095
R13407,1428.1303,1443.073,-14.9427
R13412,8881.7233,8978.148,-96.4247
R13420,13241.1437,13330.623,-89.4793
R13425,6497.5834,6516.386,-18.8026
R13428,6118.0869,6145.031,-26.9441
R13430,4386.3414,4396.641,-10.2996
R13435,4078.4273,4108.746,-30.3187
R13437,9854.9669,9881.165,-26.1981
R13438,13912.0248,14046.927,-134.9022
R13444,4727.9598,4766.76,-38.8002
R13448,6965.6532,6972.503,-6.8498
R13450,10267.8794,10328.289,-60.4096
R13451,4575.6847,4599.829,-24.1443
R13453,2053.7923,2095.189,-41.3967
R13456,12102.1112,12145.126,-43.0148
R13457,9523.2203,9549.432,-26.2117
R13459,4609.9177,4628.96,-19.0423
R13465,5503.5294,5533.077,-29.5476
R13466,5813.4249,5814.326,-0.9011
R13468,5577.1192,5589.398,-12.2788
R13469,2264.4074,2275.921,-11.5136
R13473,14938.2303,15065.798,-127.5677
R13474,2394.8892,2443.238,-48.3488
R13475,5523.7788,5523.875,-0.0962
R13476,5207.1998,5211.087,-3.8872
R13477,2107.1546,2122.406,-15.2514
R13478,8837.7207,8870.3,-32.5793
R13479,6560.1674,6581.903,-21.7356
R13480,19003.5276,19104.358,-100.8304
R13481,17494.8179,17606.64,-111.8221
R13483,1863.7678,1880.797,-17.0292
R13488,5653.4815,5762.573,-109.0915
R13489,2860.952,2886.473,-25.521
R13492,4618.726,4632.64,-13.914
R13493,21609.2909,21720.738,-111.4471
R13494,7254.0384,7292.426,-38.3876
R13498,1701.4349,1754.388,-52.9531
R13509,6684.3748,6704.853,-20.4782
R13511,7038.5064,7081.07,-42.5636
R13522,4613.9256,4634.424,-20.4984
R13533,18676.6566,18837.09,-160.4334
R13534,7152.4646,7206.469,-54.0044
R13536,24900.6256,25097.611,-196.9854
R13547,2050.6101,2054.742,-4.1319
R13548,15788.2855,15914.242,-125.9565
R13551,5292.3162,5305.584,-13.2678
R13557,8289.0445,8331.964,-42.9195
R13558,5958.8813,5970.883,-12.0017
R13559,6354.649,6420.735,-66.086
R13569,11150.9514,11248.291,-97.3396
R13601,2589.6995,2609.507,-19.8075
R13607,2098.9428,2141.093,-42.1502
R13612,6354.3182,6444.737,-90.4188
R13618,8014.411,8062.222,-47.811
R13623,6121.4193,6156.997,-35.5777
R13624,10278.0976,10329.168,-51.0704
R13627,2077.6458,2081.389,-3.7432
R13631,4980.2584,4981.241,-0.9826
R13632,4535.0983,4552.567,-17.4687
R13634,8631.2888,8690.113,-58.8242
